,CensusTract,State,County,Urban,Pop2010,OHU2010,LA1and10,lapop20share,PovertyRate,MedianFamilyIncome,lahunvhalfshare,lasnaphalfshare,lakids1,LATracts10,Lat,Long
14258,29057480100,Missouri,Dade County,0,4736,1978,1,0.0,21.9,43652.0,2.58,11.02,704.0,1,37.4377988,-93.7262911
14259,29059480100,Missouri,Dallas County,0,4724,1805,1,0.0,17.9,52841.0,8.05,14.6,1210.0,1,37.7928627,-93.0060267
14260,29059480200,Missouri,Dallas County,1,5198,2122,1,0.0,17.6,42053.0,6.06,12.47,476.0,1,37.6707651,-93.1066936
14261,29061470100,Missouri,Daviess County,0,3443,1331,1,0.0,11.4,65250.0,5.07,6.36,778.0,1,40.0303225,-94.0076896
14262,29063080200,Missouri,DeKalb County,0,3992,1636,1,0.0,8.8,70071.0,2.93,4.76,887.0,1,39.8716447,-94.4998265
14263,29065960100,Missouri,Dent County,0,5024,1928,1,0.05,12.2,63577.0,2.95,12.53,1077.0,1,37.5818628,-91.4091591
14264,29065960200,Missouri,Dent County,0,5153,2080,1,0.0,22.9,49145.0,3.32,17.66,1134.0,1,37.6179988,-91.6820638
14265,29065960400,Missouri,Dent County,1,3093,1273,1,0.0,21.1,41016.0,6.46,16.94,198.0,1,37.6409506,-91.5155456
14266,29067950100,Missouri,Douglas County,0,3721,1528,1,0.0,24.7,42161.0,3.31,14.71,809.0,1,36.929246,-92.3078757
14267,29067950200,Missouri,Douglas County,0,5580,2199,1,0.0,17.1,41285.0,3.77,19.33,1288.0,1,36.8720217,-92.8240341
14268,29067950500,Missouri,Douglas County,1,4383,1860,1,0.0,23.6,36199.0,3.02,20.88,317.0,1,36.9470404,-92.6669971
14269,29069360100,Missouri,Dunklin County,1,2699,1111,1,0.0,25.2,33464.0,6.9,27.98,242.0,1,36.5715441,-89.9671122
14270,29069360500,Missouri,Dunklin County,1,3011,1229,1,0.0,33.0,70164.0,11.85,16.92,197.0,1,36.2476673,-90.057023
14271,29069360600,Missouri,Dunklin County,1,4698,1894,1,0.0,28.3,42167.0,12.43,27.45,443.0,1,36.246747,-90.02085
14272,29071800300,Missouri,Franklin County,1,7476,3019,1,0.0,10.3,75170.0,6.18,5.78,1458.0,1,38.5530572,-91.0497871
14273,29071800601,Missouri,Franklin County,1,6903,2590,1,0.0,10.7,58969.0,3.02,9.0,525.0,1,38.4613429,-91.0087292
14274,29071800902,Missouri,Franklin County,1,6727,2689,1,0.0,14.7,57472.0,4.93,7.99,419.0,1,38.3603987,-90.9798441
14275,29071801000,Missouri,Franklin County,0,3758,1437,1,0.0,16.8,59242.0,1.69,5.3,854.0,1,38.2513517,-90.9210692
14276,29075960200,Missouri,Gentry County,0,3746,1406,1,0.0,19.0,59271.0,5.05,6.94,712.0,1,40.2205518,-94.5147022
14277,29077001500,Missouri,Greene County,1,5029,2166,1,0.0,15.0,57115.0,0.97,10.37,121.0,1,37.1744776,-93.3061729
14278,29077001700,Missouri,Greene County,1,3195,1380,1,0.0,34.7,31944.0,16.22,27.27,649.0,1,37.2049996,-93.3222624
14279,29077001800,Missouri,Greene County,1,3407,1405,1,0.0,33.5,33433.0,13.02,19.5,329.0,1,37.2204003,-93.311855
14280,29077002200,Missouri,Greene County,1,4261,1927,1,0.0,23.9,39290.0,8.43,13.61,620.0,1,37.2306107,-93.242932
14281,29077002300,Missouri,Greene County,1,5341,2537,1,0.0,25.1,36250.0,5.7,16.69,610.0,1,37.2032837,-93.244703
14282,29077003002,Missouri,Greene County,1,5057,2282,1,0.0,26.1,45552.0,3.49,14.31,223.0,1,37.1585762,-93.3275941
14283,29077003200,Missouri,Greene County,1,4044,1605,1,0.0,29.3,36763.0,8.11,15.54,345.0,1,37.2190097,-93.334165
14284,29077003700,Missouri,Greene County,1,7340,3046,1,0.0,6.9,108033.0,1.69,1.26,908.0,1,37.215041,-93.1981115
14285,29077003800,Missouri,Greene County,1,7268,2756,1,0.0,6.0,119000.0,2.25,0.0,869.0,1,37.1360952,-93.2062152
14286,29077003900,Missouri,Greene County,1,2709,1185,1,0.0,10.8,83036.0,1.89,2.35,264.0,1,37.1431991,-93.2362907
14287,29077004002,Missouri,Greene County,1,3583,1484,1,0.0,5.1,102703.0,0.48,0.57,330.0,1,37.1269629,-93.2525807
14288,29077004003,Missouri,Greene County,1,4711,1837,1,0.0,5.4,87628.0,2.1,4.0,1000.0,1,37.1066155,-93.2751213
14289,29077004101,Missouri,Greene County,1,8332,3153,1,0.0,7.3,72242.0,0.61,4.55,1551.0,1,37.1213754,-93.3706076
14290,29077004102,Missouri,Greene County,1,7084,2759,1,0.0,6.6,72763.0,1.69,5.4,1010.0,1,37.1095552,-93.3463975
14291,29077004103,Missouri,Greene County,1,6685,2505,1,0.0,5.1,87966.0,0.52,2.95,1212.0,1,37.11498,-93.3108042
14292,29077004201,Missouri,Greene County,1,4651,1948,1,0.0,9.5,61023.0,2.19,6.33,381.0,1,37.1686718,-93.3618448
14293,29077004202,Missouri,Greene County,1,6156,2464,1,0.0,18.1,64175.0,1.78,6.54,746.0,1,37.1491181,-93.3666322
14294,29077004301,Missouri,Greene County,1,7359,2941,1,0.0,9.4,60602.0,2.19,5.14,569.0,1,37.1941065,-93.3696797
14295,29077004400,Missouri,Greene County,1,6813,2826,1,0.0,20.0,59450.0,17.72,13.04,1072.0,1,37.2656753,-93.288637
14296,29077004802,Missouri,Greene County,1,7470,2765,1,0.0,14.0,55121.0,1.87,7.39,708.0,1,37.1135373,-93.4630871
14297,29077004803,Missouri,Greene County,1,4941,1885,1,0.0,19.6,65417.0,6.77,20.1,988.0,1,37.1249324,-93.4899287
14298,29077005800,Missouri,Greene County,1,5314,2031,1,0.0,38.6,41769.0,6.02,3.66,269.0,1,37.1861684,-93.3327695
14299,29079960100,Missouri,Grundy County,0,2124,830,1,0.0,13.5,64375.0,7.85,5.43,563.0,1,40.1312281,-93.476142
14300,29079960200,Missouri,Grundy County,0,2086,794,1,0.0,18.2,67000.0,8.02,7.02,532.0,1,40.0986335,-93.669977
14301,29079960300,Missouri,Grundy County,1,2511,1013,1,0.0,10.0,61343.0,1.27,10.61,273.0,1,40.0790938,-93.6261627
14302,29079960400,Missouri,Grundy County,1,3540,1567,1,0.0,21.3,55613.0,8.54,12.2,221.0,1,40.0837734,-93.5803457
14303,29081950100,Missouri,Harrison County,0,3483,1427,1,0.0,19.9,50592.0,5.23,11.17,879.0,1,40.3539466,-93.887733
14304,29081950300,Missouri,Harrison County,1,3119,1352,1,0.0,21.6,51793.0,4.38,13.15,111.0,1,40.2703547,-94.0262133
14305,29083950300,Missouri,Henry County,0,3286,1308,1,0.0,13.3,70302.0,2.46,10.5,813.0,1,38.4736305,-93.9012067
14306,29083950400,Missouri,Henry County,0,3027,1356,1,0.0,18.8,51550.0,2.71,13.14,518.0,1,38.2728542,-93.8606117
14307,29083950500,Missouri,Henry County,1,3995,1691,1,0.0,19.0,47436.0,13.1,21.66,913.0,1,38.3724377,-93.7834932
14308,29083950600,Missouri,Henry County,1,5178,2316,1,0.0,29.7,61576.0,4.29,16.89,190.0,1,38.3654721,-93.7558506
14309,29087960300,Missouri,Holt County,0,1745,737,1,0.0,14.4,56576.0,8.11,12.11,359.0,1,39.973023,-95.1479701
14310,29089960300,Missouri,Howard County,1,3718,1364,1,0.0,23.1,60729.0,1.95,7.64,209.0,1,39.1470035,-92.6863429
14311,29091090400,Missouri,Howell County,0,4849,1872,1,0.0,23.3,36568.0,6.06,12.27,1227.0,1,36.6757649,-92.0449211
14312,29091090600,Missouri,Howell County,0,5182,1987,1,0.0,13.8,60809.0,6.75,12.63,1316.0,1,36.6250468,-91.787625
14313,29091090700,Missouri,Howell County,1,5008,2223,1,0.0,32.2,32991.0,9.82,24.15,496.0,1,36.7369197,-91.8554106
14314,29091090800,Missouri,Howell County,1,6368,2561,1,0.0,24.0,48813.0,1.19,12.9,596.0,1,36.7452479,-91.8929188
14315,29093950100,Missouri,Iron County,0,2841,1165,1,0.0,15.0,50417.0,5.67,14.29,411.0,1,37.6793278,-90.9064689
14316,29093950400,Missouri,Iron County,0,2204,914,1,0.0,21.8,36786.0,9.58,17.49,512.0,1,37.3817311,-90.651946
14317,29095002100,Missouri,Jackson County,1,4280,1339,1,0.0,50.4,21853.0,22.44,44.75,709.0,1,39.0918318,-94.5023035
14318,29095002200,Missouri,Jackson County,1,2906,1078,1,0.0,30.4,36116.0,28.76,43.08,230.0,1,39.0907451,-94.5212251
14319,29095003400,Missouri,Jackson County,1,3040,997,1,0.0,30.5,41044.0,16.88,25.43,342.0,1,39.0798107,-94.5247053
14320,29095004300,Missouri,Jackson County,1,2168,1045,1,0.0,23.5,71346.0,19.32,15.5,149.0,1,39.077783,-94.5753798
14321,29095004400,Missouri,Jackson County,1,875,603,1,0.0,13.0,128523.0,2.19,0.57,11.0,1,39.080414,-94.586378
14322,29095006300,Missouri,Jackson County,1,1676,758,1,0.0,41.4,32833.0,40.48,38.69,282.0,1,39.044649,-94.5631996
14323,29095007600,Missouri,Jackson County,1,2205,848,1,0.0,23.9,39762.0,16.2,28.43,463.0,1,39.0335533,-94.5595394
14324,29095007900,Missouri,Jackson County,1,3681,1381,1,0.0,20.4,35777.0,25.98,29.96,530.0,1,39.019115,-94.5463831
14325,29095008800,Missouri,Jackson County,1,3602,1449,1,0.0,30.4,37619.0,26.08,25.93,835.0,1,39.0040376,-94.5468192
14326,29095008900,Missouri,Jackson County,1,2139,817,1,0.0,24.9,43542.0,19.32,25.0,631.0,1,38.9932268,-94.5452357
14327,29095009000,Missouri,Jackson County,1,4413,1705,1,0.0,28.2,36840.0,5.92,24.97,759.0,1,38.9911801,-94.5664648
14328,29095009600,Missouri,Jackson County,1,1719,644,1,0.0,52.5,15602.0,26.05,41.17,560.0,1,38.9739993,-94.5540198
14329,29095010002,Missouri,Jackson County,1,3516,1991,1,0.0,11.6,78304.0,8.94,2.78,176.0,1,38.9481306,-94.5893283
14330,29095010103,Missouri,Jackson County,1,2080,943,1,0.0,6.2,75924.0,1.24,8.44,437.0,1,38.948477,-94.5703724
14331,29095010105,Missouri,Jackson County,1,3384,1647,1,0.0,7.2,81776.0,4.54,2.93,160.0,1,38.926803,-94.603408
14332,29095010201,Missouri,Jackson County,1,1784,796,1,0.0,38.0,24777.0,14.36,37.79,595.0,1,38.9518921,-94.5487109
14333,29095010203,Missouri,Jackson County,1,4251,1538,1,0.0,4.9,68333.0,0.67,2.79,922.0,1,38.9320223,-94.5499758
14334,29095010204,Missouri,Jackson County,1,4475,1955,1,0.0,30.4,47702.0,9.88,11.64,634.0,1,38.9179966,-94.5582511
14335,29095010500,Missouri,Jackson County,1,4912,1969,1,0.0,20.4,50640.0,14.27,19.25,1018.0,1,39.0289337,-94.4903803
14336,29095011000,Missouri,Jackson County,1,4783,2008,1,0.0,25.7,32005.0,3.22,11.32,251.0,1,39.1049276,-94.456155
14337,29095011100,Missouri,Jackson County,1,3233,1377,1,0.0,17.7,44242.0,3.18,6.41,158.0,1,39.1190108,-94.4375491
14338,29095011200,Missouri,Jackson County,1,3153,1194,1,0.0,25.7,50703.0,6.13,18.18,460.0,1,39.1136421,-94.4220868
14339,29095011401,Missouri,Jackson County,1,8418,3554,1,0.0,17.2,63370.0,6.66,10.61,899.0,1,39.1014345,-94.3678131
14340,29095011600,Missouri,Jackson County,1,4938,2335,1,0.0,18.2,40466.0,13.91,20.45,191.0,1,39.0929876,-94.4216485
14341,29095011800,Missouri,Jackson County,1,5127,2206,1,0.0,9.7,59280.0,8.77,8.83,282.0,1,39.0881955,-94.4574898
14342,29095011900,Missouri,Jackson County,1,3423,1509,1,0.0,9.2,52932.0,3.15,5.97,128.0,1,39.0737455,-94.4582858
14343,29095012802,Missouri,Jackson County,1,3690,1559,1,0.0,5.9,74004.0,3.14,4.36,347.0,1,38.9690939,-94.4500228
14344,29095012804,Missouri,Jackson County,1,6098,2367,1,0.0,18.1,62406.0,3.15,18.03,762.0,1,38.9725124,-94.4790379
14345,29095012904,Missouri,Jackson County,1,2404,932,1,0.0,7.4,69267.0,3.04,7.73,304.0,1,38.9587671,-94.4761992
14346,29095013003,Missouri,Jackson County,1,4932,1984,1,0.0,7.6,44937.0,5.19,7.85,219.0,1,38.9436336,-94.5220075
14347,29095013210,Missouri,Jackson County,1,2685,1014,1,0.0,24.5,30452.0,13.38,23.61,394.0,1,38.9232414,-94.4881664
14348,29095013301,Missouri,Jackson County,1,4031,1842,1,0.0,16.8,52802.0,7.78,12.22,142.0,1,38.8901106,-94.5319553
14349,29095013307,Missouri,Jackson County,1,2704,1094,1,0.0,16.8,58693.0,1.6,6.51,152.0,1,38.9032674,-94.5083251
14350,29095013309,Missouri,Jackson County,1,4827,1801,1,0.0,16.6,39578.0,4.8,25.68,660.0,1,38.8928021,-94.5063627
14351,29095013313,Missouri,Jackson County,1,4830,1772,1,0.0,16.2,65938.0,2.34,8.04,420.0,1,38.8757548,-94.5106656
14352,29095013401,Missouri,Jackson County,1,2542,928,1,0.0,20.4,45966.0,7.93,22.52,377.0,1,38.8847192,-94.5547619
14353,29095013407,Missouri,Jackson County,1,2576,1085,1,0.0,2.4,113705.0,21.24,0.0,266.0,1,38.8976258,-94.5998763
14354,29095013408,Missouri,Jackson County,1,5592,2354,1,0.0,7.5,66914.0,2.45,2.92,340.0,1,38.9062093,-94.5793132
14355,29095013410,Missouri,Jackson County,1,3438,1431,1,0.0,13.3,48229.0,8.53,18.55,916.0,1,38.8498567,-94.5103893
14356,29095013416,Missouri,Jackson County,1,2103,772,1,0.0,1.3,78015.0,1.14,7.57,176.0,1,38.8644401,-94.5088442
14357,29095013502,Missouri,Jackson County,1,5584,1898,1,0.0,5.3,103466.0,1.15,0.48,1756.0,1,38.8584998,-94.332681
14358,29095013608,Missouri,Jackson County,1,5550,2676,1,0.0,9.1,86133.0,6.71,1.97,315.0,1,38.9198408,-94.4259486
14359,29095013612,Missouri,Jackson County,1,6101,2002,1,0.0,1.2,147153.0,3.75,0.39,1964.0,1,38.8971647,-94.4273056
14360,29095013904,Missouri,Jackson County,1,6843,2276,1,0.0,2.5,94417.0,1.26,0.0,1044.0,1,38.9078713,-94.3202023
14361,29095013916,Missouri,Jackson County,1,5331,1793,1,0.0,2.4,111969.0,1.41,2.84,1554.0,1,38.9230988,-94.3266973
14362,29095014004,Missouri,Jackson County,1,2871,1092,1,0.0,16.6,50427.0,1.7,6.65,227.0,1,39.0164039,-94.130194
14363,29095014005,Missouri,Jackson County,1,5278,1827,1,0.0,7.3,76863.0,2.31,11.18,1033.0,1,38.9828575,-94.1311188
14364,29095014006,Missouri,Jackson County,1,6096,2153,1,0.0,7.8,82377.0,2.89,3.81,1920.0,1,38.9968375,-94.2119122
14365,29095014007,Missouri,Jackson County,1,5636,2068,1,0.0,6.6,71845.0,2.58,4.02,650.0,1,39.0231542,-94.2101932
14366,29095014101,Missouri,Jackson County,1,6783,2887,1,0.0,9.7,64946.0,2.86,3.38,146.0,1,39.0203157,-94.2563143
14367,29095014105,Missouri,Jackson County,1,7828,2708,1,0.0,4.2,71317.0,0.96,3.09,521.0,1,39.0006131,-94.2505317
14368,29095014108,Missouri,Jackson County,1,6581,2538,1,0.0,22.6,62109.0,7.91,13.62,1596.0,1,39.0213289,-94.2928267
14369,29095014114,Missouri,Jackson County,1,7219,2638,1,0.0,4.6,82039.0,1.66,5.96,371.0,1,38.9976124,-94.2856079
14370,29095014120,Missouri,Jackson County,1,2771,1010,1,0.0,7.0,94167.0,3.17,7.3,742.0,1,38.9611674,-94.2911854
14371,29095014203,Missouri,Jackson County,1,4085,1509,1,0.0,1.3,137566.0,0.0,1.53,667.0,1,39.012885,-94.3723908
14372,29095014204,Missouri,Jackson County,1,7993,3103,1,0.0,4.8,100186.0,0.83,3.75,757.0,1,38.9722396,-94.3710548
14373,29095014501,Missouri,Jackson County,1,3949,1850,1,0.0,4.6,74536.0,4.49,3.04,187.0,1,39.039506,-94.3894342
14374,29095014502,Missouri,Jackson County,1,4546,2071,1,0.0,6.1,73309.0,1.24,6.99,275.0,1,39.0304321,-94.3590441
14375,29095014601,Missouri,Jackson County,1,5108,2140,1,0.0,8.1,59123.0,3.72,5.85,200.0,1,39.0525833,-94.4027447
14376,29095014603,Missouri,Jackson County,1,3656,1447,1,0.0,5.6,71111.0,3.1,5.85,237.0,1,39.0535211,-94.3822318
14377,29095014701,Missouri,Jackson County,1,3709,1653,1,0.0,11.7,78389.0,4.77,0.8,149.0,1,39.0531447,-94.3512654
14378,29095014702,Missouri,Jackson County,1,5042,1948,1,0.0,4.4,87104.0,3.07,2.22,706.0,1,39.0701356,-94.3438732
14379,29095014804,Missouri,Jackson County,1,2665,954,1,0.0,2.2,117574.0,1.36,0.0,668.0,1,39.0654453,-94.3081938
14380,29095014806,Missouri,Jackson County,1,4293,1621,1,0.0,1.6,96771.0,0.64,2.31,1060.0,1,39.040811,-94.2889563
14381,29095014904,Missouri,Jackson County,1,6253,2293,1,0.0,6.4,97168.0,0.68,2.19,968.0,1,39.0481232,-94.2637783
14382,29095014905,Missouri,Jackson County,1,4844,1633,1,0.0,3.5,100662.0,0.55,2.53,982.0,1,39.0390727,-94.2359105
14383,29095015100,Missouri,Jackson County,1,5669,1966,1,0.0,10.0,64577.0,1.04,6.25,500.0,1,39.1542693,-94.372076
14384,29095015300,Missouri,Jackson County,1,3149,1234,1,0.0,23.7,38860.0,8.92,13.6,519.0,1,39.0833227,-94.5981357
14385,29095015500,Missouri,Jackson County,1,1415,540,1,0.0,17.3,35478.0,8.32,17.36,300.0,1,39.1271594,-94.5079284
14386,29095015600,Missouri,Jackson County,1,2417,1012,1,0.0,38.4,31542.0,11.96,21.22,625.0,1,39.0946422,-94.4761032
14387,29095016300,Missouri,Jackson County,1,2450,1086,1,0.0,17.3,38281.0,11.44,20.67,578.0,1,39.0588985,-94.5040147
14388,29095017200,Missouri,Jackson County,1,4591,1944,1,0.0,19.2,49314.0,4.36,12.09,500.0,1,38.9804016,-94.5150676
14389,29095017600,Missouri,Jackson County,1,4926,1927,1,0.0,4.9,86667.0,1.52,3.59,360.0,1,38.9962006,-94.4379286
14390,29095018100,Missouri,Jackson County,1,6643,2282,1,0.0,3.8,125576.0,1.57,1.33,691.0,1,38.8467226,-94.423988
14391,29095018200,Missouri,Jackson County,1,3225,984,1,0.0,2.8,137308.0,0.53,1.42,1261.0,1,38.8846905,-94.4318263
14392,29095019300,Missouri,Jackson County,1,6394,2420,1,0.0,7.1,82464.0,1.06,2.94,1616.0,1,39.0155148,-94.3074666
14393,29097010200,Missouri,Jasper County,1,4444,1847,1,0.0,9.6,78185.0,5.14,7.4,934.0,1,37.1145351,-94.490546
14394,29097010300,Missouri,Jasper County,1,6746,2537,1,0.0,26.3,59133.0,4.88,11.17,552.0,1,37.1226895,-94.46324
14395,29097010400,Missouri,Jasper County,1,4913,2167,1,0.0,17.0,58943.0,3.02,3.63,429.0,1,37.072499,-94.4560994
14396,29097010600,Missouri,Jasper County,1,5990,2542,1,0.0,20.1,37823.0,1.82,22.86,340.0,1,37.0727436,-94.5039365
14397,29097010900,Missouri,Jasper County,1,6531,2643,1,0.0,11.4,70641.0,4.73,5.5,753.0,1,37.0687041,-94.5740937
14398,29097011300,Missouri,Jasper County,1,8557,3023,1,0.0,11.3,74217.0,2.47,11.53,2169.0,1,37.1669153,-94.5571638
14399,29097011400,Missouri,Jasper County,1,5701,2155,1,0.0,18.3,61500.0,6.75,16.18,951.0,1,37.1661807,-94.4852927
14400,29097011600,Missouri,Jasper County,1,5232,1654,1,0.0,22.7,46726.0,4.21,7.0,274.0,1,37.1826467,-94.3199862
14401,29097011700,Missouri,Jasper County,1,6467,2462,1,0.0,23.2,51910.0,5.14,5.06,293.0,1,37.1571665,-94.292483
14402,29097011800,Missouri,Jasper County,1,4756,1806,1,0.0,30.3,44886.0,3.46,16.53,297.0,1,37.1527844,-94.3373172
14403,29097012200,Missouri,Jasper County,0,6853,2569,1,0.0,10.2,52125.0,3.44,10.2,1825.0,1,37.2835862,-94.4655356
14404,29099700109,Missouri,Jefferson County,1,12720,4222,1,0.0,8.1,77227.0,2.86,8.11,3248.0,1,38.3788181,-90.4188157
14405,29099700111,Missouri,Jefferson County,1,3938,1641,1,0.0,12.7,68432.0,4.47,13.78,443.0,1,38.4400186,-90.3557899
14406,29099700113,Missouri,Jefferson County,1,3579,1301,1,0.0,4.1,82875.0,0.67,6.62,574.0,1,38.4317949,-90.4355469
14407,29099700114,Missouri,Jefferson County,1,4485,1691,1,0.0,9.4,67094.0,4.36,6.24,223.0,1,38.3636201,-90.3765471
14408,29099700115,Missouri,Jefferson County,1,4333,1609,1,0.0,9.3,72697.0,2.05,6.79,435.0,1,38.3928218,-90.3579877
14409,29099700118,Missouri,Jefferson County,1,6246,2487,1,0.0,5.8,66551.0,4.05,10.55,259.0,1,38.4386093,-90.3900523
14410,29099700119,Missouri,Jefferson County,1,2145,813,1,0.0,2.3,80089.0,2.04,6.06,502.0,1,38.4431861,-90.4239855
14411,29099700203,Missouri,Jefferson County,1,6005,2232,1,0.0,12.6,81353.0,0.87,9.27,1204.0,1,38.4894656,-90.4276805
14412,29099700208,Missouri,Jefferson County,1,5818,2393,1,0.0,10.6,60531.0,4.84,18.72,1106.0,1,38.4743224,-90.4466057
14413,29099700209,Missouri,Jefferson County,1,3479,1224,1,0.0,7.2,87083.0,3.22,10.92,716.0,1,38.4543253,-90.4690305
14414,29099700210,Missouri,Jefferson County,1,3923,1705,1,0.0,11.0,63040.0,4.09,13.18,656.0,1,38.4812608,-90.4663133
14415,29099700211,Missouri,Jefferson County,1,5259,1969,1,0.0,14.7,76654.0,5.29,11.4,787.0,1,38.4622397,-90.5049617
14416,29099700302,Missouri,Jefferson County,1,5469,1993,1,0.0,14.1,66696.0,1.52,10.97,1168.0,1,38.4438898,-90.577676
14417,29099700303,Missouri,Jefferson County,1,4806,1840,1,0.0,14.0,70000.0,3.32,12.53,1061.0,1,38.4938366,-90.4961373
14418,29099700304,Missouri,Jefferson County,1,7149,2769,1,0.0,9.3,81875.0,1.83,4.04,721.0,1,38.487252,-90.5540595
14419,29099700504,Missouri,Jefferson County,1,4393,1627,1,0.0,10.6,79643.0,1.25,9.67,882.0,1,38.3563163,-90.6008725
14420,29099700603,Missouri,Jefferson County,1,6060,2054,1,0.0,4.5,79284.0,1.54,4.93,935.0,1,38.3270462,-90.420159
14421,29099700700,Missouri,Jefferson County,1,4736,1899,1,0.0,17.5,65297.0,8.58,8.75,192.0,1,38.2256938,-90.380027
14422,29099700801,Missouri,Jefferson County,1,5504,2222,1,0.0,5.0,62500.0,1.79,3.31,474.0,1,38.2250432,-90.4106559
14423,29099700802,Missouri,Jefferson County,1,4371,1629,1,0.0,15.3,68186.0,6.66,14.91,808.0,1,38.250948,-90.4094393
14424,29099700900,Missouri,Jefferson County,1,5340,2162,1,0.0,10.3,61837.0,5.51,6.19,344.0,1,38.2049073,-90.4321705
14425,29099701200,Missouri,Jefferson County,1,5856,2381,1,0.0,19.3,59028.0,10.93,19.3,680.0,1,38.1193369,-90.5777608
14426,29101960100,Missouri,Johnson County,0,8677,3240,1,0.0,4.8,81983.0,2.15,7.29,2073.0,1,38.8776138,-93.8101413
14427,29101960300,Missouri,Johnson County,1,8910,3268,1,0.0,10.7,73724.0,3.93,9.57,1991.0,1,38.7117828,-93.8498652
14428,29101960400,Missouri,Johnson County,1,6551,1877,1,0.0,47.5,45170.0,9.63,17.31,190.0,1,38.7485606,-93.7481106
14429,29101960500,Missouri,Johnson County,1,7447,2964,1,0.0,15.2,71809.0,5.7,3.0,825.0,1,38.7540283,-93.7162421
14430,29101960700,Missouri,Johnson County,0,5908,2222,1,0.0,10.1,64091.0,8.24,9.51,1783.0,1,38.7535394,-93.550266
14431,29101960900,Missouri,Johnson County,0,4939,1875,1,0.0,13.4,60938.0,3.78,10.23,1267.0,1,38.6176367,-93.8142214
14432,29101980000,Missouri,Johnson County,1,1410,309,1,0.0,5.6,48199.0,0.78,5.77,370.0,1,38.7307775,-93.5609065
14433,29103960100,Missouri,Knox County,0,2024,788,1,0.0,17.0,52000.0,2.08,8.52,527.0,1,40.103142,-92.1084947
14434,29105960100,Missouri,Laclede County,0,8360,3209,1,0.0,12.3,54219.0,5.91,11.95,1822.0,1,37.7337215,-92.7582075
14435,29105960298,Missouri,Laclede County,0,6053,2328,1,2.17,14.1,50865.0,2.76,12.29,1438.0,1,37.6130576,-92.4683745
14436,29105960300,Missouri,Laclede County,1,7150,2711,1,0.0,7.8,58604.0,1.07,6.02,1698.0,1,37.7212923,-92.6906196
14437,29105960400,Missouri,Laclede County,1,3853,1681,1,0.0,21.8,63667.0,6.46,16.9,353.0,1,37.6974079,-92.6702963
14438,29105960500,Missouri,Laclede County,1,5394,2294,1,0.0,17.1,60828.0,4.5,7.47,282.0,1,37.6651601,-92.6425536
14439,29105960600,Missouri,Laclede County,1,4761,1858,1,0.0,23.7,43865.0,3.76,16.42,784.0,1,37.6661377,-92.6849023
14440,29107090300,Missouri,Lafayette County,0,1517,576,1,0.0,9.2,66458.0,6.29,5.63,392.0,1,39.1751392,-93.5886403
14441,29107090601,Missouri,Lafayette County,1,6233,2401,1,0.0,14.7,57208.0,9.28,13.52,1448.0,1,38.9831624,-93.9480564
14442,29109470100,Missouri,Lawrence County,0,4162,1618,1,0.0,14.6,62357.0,0.53,17.6,1079.0,1,37.2359001,-93.82399
14443,29109470200,Missouri,Lawrence County,1,7783,3019,1,0.0,14.7,63235.0,6.16,10.36,1042.0,1,37.1107913,-93.7921436
14444,29109470601,Missouri,Lawrence County,1,4945,1987,1,0.0,15.2,43173.0,5.69,15.38,408.0,1,36.9713432,-93.7318467
14445,29109470602,Missouri,Lawrence County,1,2892,1113,1,0.0,14.4,54274.0,2.16,8.52,174.0,1,36.9726132,-93.7043889
14446,29111970200,Missouri,Lewis County,0,2306,917,1,0.0,17.3,55714.0,7.98,9.29,652.0,1,40.1642729,-91.8055904
14447,29111970300,Missouri,Lewis County,0,2659,1007,1,1.7,11.8,61226.0,4.87,5.55,597.0,1,40.0289605,-91.7447132
14448,29113810202,Missouri,Lincoln County,0,5805,2073,1,0.0,8.8,81364.0,5.69,6.97,1510.0,1,39.107191,-91.0962139
14449,29113810301,Missouri,Lincoln County,1,9138,3418,1,0.0,10.6,65833.0,2.81,10.04,615.0,1,39.0131308,-90.9785063
14450,29115490200,Missouri,Linn County,0,2300,917,1,0.0,10.5,58523.0,4.73,6.46,603.0,1,39.8873841,-93.2574607
14451,29117480300,Missouri,Livingston County,1,3577,1541,1,0.0,21.7,63787.0,4.17,6.36,103.0,1,39.8068839,-93.5514227
14452,29119070100,Missouri,McDonald County,0,6194,2306,1,0.0,14.9,44194.0,5.97,8.41,1622.0,1,36.6163655,-94.2041902
14453,29121960200,Missouri,Macon County,0,2719,1030,1,0.0,21.3,55179.0,5.45,14.08,743.0,1,39.8859795,-92.6994297
14454,29121960400,Missouri,Macon County,1,3982,1701,1,0.0,14.3,59333.0,4.41,6.3,282.0,1,39.7587281,-92.4523873
14455,29121960500,Missouri,Macon County,1,2728,1165,1,0.0,15.0,50288.0,9.56,8.52,584.0,1,39.6997432,-92.4775484
14456,29123960100,Missouri,Madison County,0,3547,1409,1,0.0,16.9,49053.0,5.12,14.44,828.0,1,37.4250411,-90.3197989
14457,29123960200,Missouri,Madison County,1,5243,2179,1,0.0,19.8,50682.0,5.69,11.34,253.0,1,37.5605584,-90.2896866
14458,29127960200,Missouri,Marion County,0,3240,1265,1,0.0,15.9,61150.0,2.81,8.42,702.0,1,39.8131792,-91.7342541
14459,29127960300,Missouri,Marion County,1,3631,1471,1,0.0,19.7,53906.0,3.04,8.7,176.0,1,39.7995022,-91.5263229
